token	global_tfidf_sum
استاد	0.721506
کاغذی	0.719749
ضریبی	0.719495
چندمین	0.718772
نباشند	0.716635
فرصت	0.715910
تذکر	0.715393
فرمی	0.715267
اختلالی	0.714985
ارتقای	0.714435
دقت	0.714246
تغیر	0.712708
اشخاصی	0.711592
متفرقه	0.711033
test	0.710755
locate	0.710333
درروز	0.709760
مطالعه	0.709335
dl	0.707752
fnrcrt	0.707752
frv	0.707752
rol	0.707752
امتیازی	0.705304
مسیری	0.704696
تابعیت	0.703975
chk	0.703937
پایاپای	0.703867
number	0.703426
trace	0.703426
IS	0.702794
does	0.702387
مکشل	0.702315
ms	0.702232
ملکی	0.701819
معیوب	0.700277
here	0.699561
Paint	0.698445
بایت	0.698445
عرب	0.698445
کیفیت	0.698445
کیلو	0.698445
POS	0.693834
ممتاز	0.692640
روسا	0.692354
پذیری	0.692033
فرمهای	0.688749
statment	0.687495
client	0.687249
connecting	0.686026
یکماهه	0.685901
یر	0.684585
متوجه	0.684210
may	0.683970
cassette	0.683420
کمکهای	0.682401
DPI	0.681438
شهرسازی	0.680937
پرتابل	0.680368
version	0.679947
قدمت	0.679466
برگردانده	0.679416
option	0.678934
having	0.677935
trouble	0.677935
تاریخها	0.675343
هفت	0.675178
ic	0.673982
leon	0.673567
servlet	0.672884
مستخدم	0.672320
نویش	0.672237
محیا	0.671665
نکردن	0.670100
تاییددرخواست	0.668633
ازحساب	0.668356
مفقود	0.667983
personalbanking	0.666293
مکلفند	0.666057
بامداد	0.662340
u	0.661691
واژه	0.661364
اسلش	0.661222
نواقص	0.660964
banking	0.660474
شرایطی	0.659486
بهپرداخت	0.659242
راهبر	0.658564
پیامکها	0.657935
وحقوقی	0.657878
عناوین	0.656828
بیانگر	0.654572
مابه	0.654503
شب	0.653796
params	0.653480
حرفی	0.653431
بورسی	0.651928
صوتی	0.651488
motalebat	0.651132
int	0.650014
وابستگان	0.647776
کی	0.647591
USSD	0.647146
نمایشی	0.645454
برخط	0.645393
عد	0.644694
اردیبهشت	0.640660
صدورکارت	0.640609
باآبونمان	0.639125
اسامی	0.638082
وچک	0.637895
PDF	0.637177
مرتب	0.636941
مربع	0.636043
currency	0.635210
رجاع	0.632431
ننمایند	0.632134
insert	0.631540
ترغیب	0.631187
ایجادشده	0.629795
سرفصلی	0.628876
بازپراخت	0.628847
epostcode	0.626503
نمایان	0.625819
تعویض	0.625285
وشعیت	0.625126
تسهیالت	0.624756
سرورهای	0.624239
مالکین	0.624174
رندوم	0.623957
within	0.623549
فراتر	0.623144
زیرسامانه	0.623054
اقل	0.620055
channel	0.619755
ذینغع	0.619734
شاره	0.618808
نرخنامه	0.618670
همراهی	0.618438
taam	0.617953
درای	0.617335
بمنظور	0.617112
cc	0.616790
پارامتریک	0.616735
Token	0.616498
نقدشونده	0.616248
specific	0.616141
امتیازدهی	0.616014
تعاملی	0.616014
منتهی	0.616014
واکاوی	0.616014
IE	0.614790
ازقبیل	0.614565
سررسیدو	0.614565
مداوم	0.613841
پیک	0.613841
ole	0.612859
Backoffice	0.611654
رمزها	0.611616
ویا	0.610314
رفاه	0.609865
لز	0.609455
دومین	0.609359
مادی	0.609227
معنوی	0.609227
مطاق	0.608604
try	0.608219
امتناع	0.607409
جبران	0.607225
حدهای	0.607043
تغییراطلاعات	0.606742
وخدمات	0.606742
اکسپلورر	0.603956
دبیرخانه	0.602928
جنبه	0.601304
بمبلغ	0.600286
هرماه	0.599226
سنا	0.598260
کاغذ	0.597468
علتهای	0.597159
bcd	0.596588
غیرمکانیزه	0.596434
lib	0.596199
سواثر	0.594912
داراری	0.593265
میخک	0.592912
نزدیکترین	0.592385
clear	0.591429
شدگان	0.591425
نبلغ	0.591052
سوائر	0.590301
تاریخهای	0.589002
مستقیما	0.585281
سرآمد	0.584558
نحو	0.582288
عقب	0.581974
محدودسازی	0.580596
خریددین	0.580336
دوکاربره	0.580165
ui	0.578585
جمعه	0.576792
جدولی	0.573834
ارگان	0.573477
view	0.573008
امورمالیاتی	0.572465
manager	0.571914
اطالاعات	0.571668
ios	0.571329
لزوما	0.570411
مجموعا	0.570411
درایور	0.570054
مختومه	0.569979
هما	0.569319
RGL	0.569144
accessing	0.569094
possible	0.569094
کنترلهای	0.568981
روشهای	0.568832
فاصل	0.568527
book	0.567098
سریعا	0.566812
گاها	0.566289
صادرشده	0.565309
روزجاری	0.564789
کشویی	0.563421
جمعا	0.563248
کانالهای	0.563106
برگردد	0.562276
رفرنس	0.560199
غیربازدارنده	0.559549
کداعتبارسنجی	0.557757
ایتدا	0.557734
خوان	0.555777
نمایانگر	0.553440
most	0.550449
خدماتی	0.549636
full	0.548869
menu	0.548288
sazman	0.546616
am	0.545963
تعلیق	0.544321
mail	0.543498
پیرو	0.541831
اندروید	0.541633
پیشنهادها	0.540323
ترکیب	0.538571
Retract	0.538509
موس	0.536326
برادر	0.534114
خواهر	0.534114
والدین	0.534114
etebarsanji	0.533839
برگی	0.532968
روزشمار	0.532951
رمزی	0.532216
Enter	0.531686
معکوس	0.531230
ننماید	0.531082
program	0.531027
تبصر	0.527532
زیرشاخه	0.527115
شاخه	0.527115
مجور	0.524563
app	0.521559
Reverse	0.520040
آنتن	0.518087
تجمیع	0.517924
نیافت	0.517216
r	0.516702
timed	0.516166
صوتیکه	0.515053
تائیدیه	0.514807
امورمالی	0.513227
یست	0.512240
گزدد	0.512202
یانکداری	0.510667
اصلاحاتی	0.509822
هچنین	0.507525
نگه	0.506949
sure	0.503853
Mode	0.502631
drive	0.502216
چهارشنبه	0.501757
جانب	0.499366
NGFS	0.499346
بازرس	0.496352
ل	0.496227
PAY	0.495603
لیکن	0.494201
اعتراض	0.490382
دستورمراجع	0.490377
وکالت	0.490022
معنیست	0.489738
اسکرول	0.489340
متحرک	0.489340
ضمانتخواه	0.487660
زیرکلید	0.486066
نکات	0.485857
کیلوبایت	0.483649
شروط	0.481431
ilence	0.480007
کامپیوتر	0.479933
محروم	0.479834
کافیست	0.479358
محرومیت	0.479221
مبدأ	0.476962
قرارگرفتن	0.476844
مواجع	0.475131
درسوییچ	0.474296
صادرشدن	0.474296
هیچکدام	0.473539
حجر	0.470674
مصرفی	0.469790
گذاران	0.468659
انتها	0.464974
بتوان	0.464920
Amount	0.464791
New	0.464791
زندانیان	0.463941
ID	0.462419
User	0.462419
حالتی	0.461606
مشنری	0.461324
احدی	0.460983
ماوس	0.459637
افزارتولید	0.459023
شارژبن	0.459023
ENTER	0.458684
detail	0.458616
header	0.458616
ماقبل	0.458150
میانگین	0.456041
نامتناسب	0.455877
اواسط	0.455327
یاحقوقی	0.454518
mode	0.452482
تحلیل	0.452314
تارخ	0.451019
صدورهدیه	0.449256
اخیرالذکر	0.449219
کلیلک	0.448814
گیر	0.442768
پرانتز	0.442292
دستوردهنده	0.441508
شعام	0.441508
مبادلات	0.440575
تغییرآن	0.438049
قادرند	0.436773
توثیق	0.434862
اپلیکیشنهای	0.434355
کاربردر	0.432009
خساب	0.431528
وشود	0.429485
تسیهلات	0.427479
تراکنشها	0.426097
انعکاس	0.423381
سودشان	0.421269
دورنگار	0.418881
XXXX	0.418016
قرارداهایی	0.413860
پرفروما	0.412651
دفعاتی	0.412180
fail	0.411299
رخ	0.410733
سیزدهم	0.410167
اعتباراتی	0.410096
ملاک	0.407001
انسدادحساب	0.405857
خواستار	0.404629
ساماه	0.404385
اسفندماه	0.403492
بابرداشت	0.403463
دستورمستقیم	0.403463
کیفر	0.403463
سایربانکها	0.402995
بیشترین	0.402794
بتواند	0.402013
وجهی	0.400660
Main	0.399998
خوردو	0.393988
سودهای	0.393107
عربی	0.390452
ماموریت	0.388752
مرخصی	0.388752
منظوراصلاح	0.388105
نواحی	0.385835
زائرین	0.385739
انبوه	0.378449
خواهدگرفت	0.378449
صدو	0.377865
دستیار	0.375489
فلذا	0.371965
قرض	0.371603
بازی	0.366985
ورشکسته	0.366957
ضماننامه	0.366513
فعالیتی	0.366493
مگابایت	0.366493
نگیرد	0.366493
زمینه	0.365900
مودی	0.365900
بنفش	0.363191
طبع	0.362824
ساعته	0.362167
پانصد	0.360595
اشتغالزایی	0.353573
ایثارگران	0.353573
آمارگیری	0.353393
بعضا	0.353213
فشار	0.347654
جدا	0.346962
تمایز	0.345741
عددهای	0.345741
فرا	0.342236
فراموش	0.340423
رونوشت	0.339129
Administrator	0.338151
General	0.338151
Initialize	0.338151
settlement	0.338151
ازتاریخ	0.336982
بلا	0.331793
فوریت	0.331102
اسرع	0.330749
ممانعت	0.330494
پیامکهای	0.328943
بازررسی	0.327664
کتبا	0.327664
الاستخدام	0.323930
مدیرت	0.323930
درسوئیچ	0.323376
مستق	0.320549
معان	0.320549
مگر	0.319671
موصبه	0.318943
مکاتبات	0.315791
Password	0.312003
assistant	0.312003
configuration	0.312003
programs	0.312003
successful	0.312003
عبوری	0.312003
Biz	0.311978
Sme	0.311978
تولیدی	0.311978
Ilenc	0.311845
معلق	0.305616
تاکید	0.297356
ایراد	0.296214
عوامل	0.293389
متعددی	0.293389
معسر	0.293389
میانی	0.291345
محدویت	0.289811
ارغوانی	0.286320
پشتیبانان	0.286320
شرکای	0.285482
حافظه	0.279693
کارته	0.279693
اعتبارت	0.277531
اولی	0.276538
مراجه	0.273697
اگراز	0.272355
کاربربایگان	0.272355
کاربرانی	0.268879
inbox	0.267048
دلایلی	0.266089
مدعیست	0.263088
کامزد	0.262230
POPUP	0.255330
صورتیک	0.246919
Admin	0.232233
CASH	0.231756
SET	0.231756
نرخی	0.229590
مجانین	0.222909
حدی	0.222816
واصله	0.220544
شمارره	0.218564
تصمیم	0.215096
وبرای	0.191566
RM	0.187744
بازاریاب	0.187744
فعالیتشان	0.187744
گانه	0.187744
برگرداند	0.127335
