ngram	global_tfidf_sum
ذکر قرارداد	0.575144
کارمزد پرداخت	0.575142
خطای کد شبا	0.575141
ملت شعبه	0.575121
اسناد اصلاح	0.575095
گزارشات خدمات	0.575045
بانک ریال	0.575005
واحد متولی	0.574995
صورتحساب طریق پردازش	0.574947
x روز	0.574931
صفحه صورت سفید	0.574918
بروزرسانی کاربران شعبه	0.574904
شعبه پردازش انجام	0.574904
لطفا بروزرسانی	0.574904
لطفا بروزرسانی کاربران	0.574904
واریزی طریق اقدام	0.574889
پیغام لطفا	0.574880
پیشنهاد شماره قرارداد	0.574861
سرمایه فعال	0.574839
اعتبار نماینده	0.574792
اعتبار نماینده نمایندگان	0.574792
بررسی اعتبار نماینده	0.574792
کاربر منقضی خطای	0.574765
حساب تفکیک منشا	0.574765
وثایق شماره	0.574758
پردازش دریافت حواله	0.574756
راست جام	0.574703
کلیک راست جام	0.574703
تمدید تسهیلات خطای	0.574675
تمدید حداکثر حداکثر	0.574675
حداکثر تمدید تسهیلات	0.574675
حداکثر حداکثر	0.574675
حداکثر حداکثر تمدید	0.574675
خطای احتساب	0.574675
خطای احتساب تمدید	0.574675
پیغام خطای احتساب	0.574675
خطای اشکال خطای	0.574658
تبادل متعلق	0.574644
تبادل متعلق شعبه	0.574644
ردیف تبادل متعلق	0.574644
رهگیری دریافت کاربر	0.574612
حساب انتقال قطعی	0.574608
صورتی درخواست المثنی	0.574580
اقدام جهت مشتری	0.574568
خارجی درخواست	0.574568
خارجی درخواست طریق	0.574568
مشتری خارجی درخواست	0.574568
حساب ابطال	0.574549
نمایش مرکز ارتباط	0.574542
اطلاعات شماره واحد	0.574519
پاسخی دریافت دریافت	0.574492
عملیات بازخرید طریق	0.574455
قرارداد کلید چاپ	0.574423
احکام قضایی	0.574390
رهگیری صحیح	0.574363
کد رهگیری صحیح	0.574363
رکورد نشد دریافت	0.574329
مشتریان حساب طریق	0.574312
گزینه نماینده قانونی	0.574285
بروزرسانی گذشته	0.574278
بروزرسانی گذشته نمایش	0.574278
تاریخ بروزرسانی گذشته	0.574278
تصاویر لطفا	0.574263
تصاویر لطفا منتظر	0.574263
بانک x	0.574216
بانک x نمایش	0.574216
سپام ارسال پردازش	0.574166
سپام ضمانتنامه سپام	0.574166
سپام پاسخ سپام	0.574166
ضمانتنامه سپام	0.574166
ضمانتنامه سپام ارسال	0.574166
پاسخ سپام مشاهده	0.574166
ESC صورت	0.574163
ESC صورت رفع	0.574163
آنی کارت اقدام	0.574156
انتقال نمایش	0.574124
ارز مبلغ کد	0.574105
بانک بازپرداخت	0.574089
مساوی روز	0.574086
مساوی روز دریافت	0.574086
درج شناسه صیاد	0.574064
رهن	0.574058
c جهت صدور	0.574033
متصل طریق	0.574019
صنفی	0.574009
شماره کارت بانک	0.574008
مصوبه انتخاب	0.574008
رسانی نمونه	0.573973
پردازش رسانی نمونه	0.573973
حساب پردازش بستن	0.573898
منقضی صورت	0.573823
شعب اداره	0.573806
مدیریت شعب اداره	0.573806
بانک ملت سامانه	0.573800
مبلغ طریق پردازش	0.573779
انجام اطلاعات	0.573778
چقدر مطابق اطلاعیه	0.573762
جستجو اساس	0.573753
مبلغی مسدودی شرح	0.573750
سریال دستگاه	0.573708
استعلام شماره ترمینال	0.573699
صورتیکه سال	0.573684
بانک انجام حواله	0.573670
ارزی واردات	0.573654
ارزی واردات کالا	0.573654
عملیات ارزی واردات	0.573654
واردات کالا	0.573654
واردات کالا خدمت	0.573654
پردازش درخواست اولیه	0.573654
خطای پایان	0.573649
پیغام خطای پایان	0.573649
ارسال اطمینان	0.573586
ارسال اطمینان دارید	0.573586
بالاتر ارسال اطمینان	0.573586
انتقالی تکلیف نشده	0.573560
صورت نقص	0.573503
بازپرداخت اقساط مشتریان	0.573488
ازای دستور	0.573437
ازای دستور پرداخت	0.573437
اطلاعیه سقف حداکثر	0.573437
دستور پرداختهای	0.573437
دستور پرداختهای پایا	0.573437
ریال ازای دستور	0.573437
ریال ریال ازای	0.573437
مبلغ دستور پرداختهای	0.573437
میلیارد ریال ریال	0.573437
پایا میلیارد	0.573437
پایا میلیارد ریال	0.573437
پرداختهای پایا	0.573437
پرداختهای پایا میلیارد	0.573437
اوراق بستن	0.573427
اوراق بستن حساب	0.573427
بورس اوراق بستن	0.573427
حساب بورس اوراق	0.573427
ارتباط سرور قطع	0.573421
سرور قطع لطفا	0.573421
برداشت رقم	0.573414
برداشت رقم آخر	0.573414
تاریخ برداشت رقم	0.573414
پایا حساب بررسی	0.573381
متصور ذکر	0.573357
کلید ثبت انتخاب	0.573301
التفاوت	0.573276
ساعت روز	0.573274
استعلام اطلاعاتی	0.573272
جهت استعلام اطلاعاتی	0.573272
درخواست ارائه	0.573265
جداول حساب	0.573264
پاپ	0.573220
پاپ آپ	0.573220
سود بررسی صورت	0.573180
درخواست کارت مجازی	0.573126
نشد خطای دریافت	0.573104
برپاسازی	0.573099
ستادی ناظر	0.573098
حساب مبلغ صورت	0.573073
ارسال چاپ	0.573060
ارسال چاپ مجدد	0.573060
اعتباری شعبه کلید	0.573060
بالاتر ارسال چاپ	0.573060
گردش پیشنهاد طریق	0.573060
اشخاص مجاز	0.573026
اشخاص مجاز دریافت	0.573026
دریافت اشخاص مجاز	0.573026
چک دریافت اشخاص	0.573026
فروش رفته	0.573003
وضعیت چکهای	0.572974
برداشت انجام پذیرد	0.572901
پردازش برداشت انجام	0.572901
ماهانه ریال سقف	0.572892
اطلاعات پردازش معرفی	0.572878
مشتری اطلاعات خطای	0.572876
ریالی درخواست	0.572873
کارت مشتریان حقوقی	0.572846
نقش معاون اعتباری	0.572823
نقد نمایش جهت	0.572811
اعتباری پردازش مرکز	0.572760
بانک مرکزی ادامه	0.572737
مرکزی ادامه	0.572737
مرکزی ادامه عملیات	0.572737
حسابهای متصل وضعیت	0.572687
متصل وضعیت	0.572687
متصل وضعیت کارت	0.572687
موجودی خطای	0.572682
موجودی خطای شماره	0.572682
امضای الکترونیک	0.572657
ارجاع اطلاعات سپرده	0.572628
اطلاعات سپرده	0.572628
دفاتر مبلغی شرح	0.572571
ملی خریدار	0.572564
HTTP error	0.572563
نمونه شماره	0.572562
مسدود صورتی	0.572556
دولتی بررسی صورت	0.572548
پروانه گمرکی	0.572485
ذکر فیلد	0.572464
حساب اشتراکی نمایش	0.572451
نقدی کاربر دریافت	0.572439
اصلاح انسداد	0.572435
اطلاعیه بند	0.572410
مطابق اطلاعیه بند	0.572410
کاربران سامانه بایگانی	0.572331
شماره حواله ساتنا	0.572321
فایل قبلا دریافت	0.572291
سامانه صیاد تکلیف	0.572284
صیاد تکلیف	0.572284
وجه طریق اقدام	0.572262
دریافت اداره	0.572257
استعلام آنی	0.572237
جهت استعلام آنی	0.572237
فیلد اعضا	0.572237
شماره درخواست هدیه	0.572210
ارسال نشد دریافت	0.572155
ارسال ایمیل	0.572071
وضعیت درخواست تنظیم	0.571975
پرداخت برگشت مجدد	0.571953
مبلغی مبلغ	0.571937
محل چک تضمینی	0.571926
چک تضمینی طریق	0.571926
برگشت زد	0.571920
زد	0.571920
پرونده مشتریان پیغام	0.571836
مرکزی اینترانت	0.571761
پورتال مرکزی	0.571761
پورتال مرکزی اینترانت	0.571761
اطلاعیه انتخاب گزینه	0.571718
طریق خلاصه	0.571707
دریافت کارمزد فیلد	0.571686
کارمزد فیلد	0.571686
سریال بانک مبلغ	0.571685
صیاد بانک مرکزی	0.571598
برگشت مجوز	0.571534
شماره همراه جهت	0.571531
اجباری بارگذاری	0.571477
اجباری بارگذاری تایید	0.571477
اسناد اجباری	0.571477
اسناد اجباری بارگذاری	0.571477
اصالت لطفا	0.571477
اصالت لطفا بارگذاری	0.571477
تایید اصالت لطفا	0.571477
خطای اسناد اجباری	0.571477
لاک وضعیت قرارداد	0.571446
اقساط قسط	0.571442
اقساط قسط سررسید	0.571442
وصول اقساط قسط	0.571442
bm ارسال حقیقی	0.571435
ارسال حقیقی	0.571435
ارسال حقیقی نامه	0.571435
حقیقی نامه بازرسی	0.571435
نامه بازرسی طریق	0.571435
کاهش وثیقه	0.571414
مشتری نام مشتری	0.571414
حساب گزارش برگشتی	0.571411
مرکزی برقرار	0.571393
مرکزی برقرار دریافت	0.571393
بستن سپرده بلندمدت	0.571391
خطای مشخصات نشد	0.571358
نشده انتخاب	0.571352
نموده استفاده	0.571344
بالاتر حوزه	0.571287
بالاتر حوزه اعتبارات	0.571287
چک ارزی طریق	0.571276
کسر پردازش گزارش	0.571259
اقدام پرداخت	0.571232
صورت اطمینان	0.571178
گزارش اسناد رهنی	0.571177
بانکی اصلاح اطلاعات	0.571128
طریق گزارش استفاده	0.571127
خدمت مشتری دریافت	0.571116
نمایش مشتری شماره	0.571116
نیک طریق	0.571113
نیک طریق اقدام	0.571113
موجودی واحد نمایش	0.571089
بانک مقصد شعبه	0.571073
مقصد شعبه	0.571073
بازپرداخت یکجا	0.571037
وثیقه اندازه	0.571037
نقد صورت	0.571026
باکس برگشت	0.571025
چک باکس برگشت	0.571025
بررسی گرو	0.570995
جهت بررسی گرو	0.570995
هدیه کارت سیستم	0.570988
جامع تجارت	0.570985
سامانه جامع تجارت	0.570985
صادر کد	0.570966
صادر کد ملی	0.570966
ملی صادر کد	0.570966
ارسال تراکنش معتبر	0.570939
تراکنش معتبر	0.570939
تراکنش معتبر خطای	0.570939
زمان ارسال تراکنش	0.570939
باکس کارت خالی	0.570896
اعتبار نمایش جهت	0.570812
مشتری دریافت وضعیت	0.570789
صدور کد	0.570717
صدور کد پیگیری	0.570717
روز تکلیف	0.570712
سررسید دریافت جهت	0.570658
کارت نادرست	0.570604
عملکرد ساتنا اطلاعات	0.570597
اطلاعات مراحل	0.570567
درگیر تسهیلات خطای	0.570561
مغایرت صورت	0.570531
مخصوص	0.570524
حساب پیشنهاد	0.570498
کارمزد برگشت چک	0.570422
واریز سود سهام	0.570361
اعتبار حساب فیلد	0.570352
trust	0.570334
خطای شعبه بانک	0.570329
حقیقی اصلاحات	0.570327
گزینه شناسه	0.570292
شعب بررسی صورتیکه	0.570237
معتبر حساب	0.570233
فایل مجدد	0.570200
خطای بدهی مشکوک	0.570198
پشتیبانی اپلیکیشن	0.570172
رایانه دریافت	0.570166
اداری گام پیغام	0.570139
گام پیغام	0.570139
گام پیغام خطای	0.570139
خطا کد کاربر	0.570095
پذیرد صورتیکه	0.570079
مطابق تغییرات	0.570050
مشتری صورت اصلاح	0.570041
کنترل دریافت	0.569975
خطا فراخوانی سرویس	0.569969
ردیفی دریافت جهت	0.569962
انفرادی مشتری	0.569944
مرتفع نشدن	0.569892
مرتفع نشدن مشکل	0.569892
حواله ارزی طریق	0.569858
رهگیری چک	0.569835
کد رهگیری چک	0.569835
مقرر پرداخت	0.569770
مشاهده نشد طریق	0.569748
نشد طریق شرکت	0.569748
پور	0.569742
نشده گزارش	0.569727
پذیر خطای	0.569694
پذیر خطای شماره	0.569694
ارتباط وجوه	0.569599
ارتباط وجوه برداشتی	0.569599
دال ارتباط	0.569599
دال ارتباط وجوه	0.569599
مستندات دال ارتباط	0.569599
خطا مکنا	0.569573
خطا مکنا کد	0.569573
درخواست دریافت کد	0.569573
دریافت کد خطا	0.569573
مکنا کد پاسخ	0.569573
کد خطا مکنا	0.569573
کد پاسخ	0.569573
مجوز ارز	0.569540
مانده طریق پردازش	0.569538
وضعیت وارده	0.569534
گزارش وضعیت وارده	0.569534
تحویلی تاریخ	0.569525
چکهای تحویلی تاریخ	0.569525
مجوز برداشت طریق	0.569515
دریافت رفع	0.569495
خطای the connection	0.569489
سامانه فیش	0.569431
سامانه فیش حقوقی	0.569431
مازاد سود	0.569410
شماره همراه کلید	0.569404
همراه کلید	0.569404
ملت فیلد	0.569389
ادراه نظارت	0.569373
ادراه نظارت اعتباری	0.569373
اطلاعات اعتبارات	0.569373
اطلاعات اعتبارات منطقه	0.569373
اعتبارات منطقه ادراه	0.569373
اعتباری مذاکره نموده	0.569373
بابت وثیقه کارمزد	0.569373
جهت اطلاعات	0.569373
جهت اطلاعات اعتبارات	0.569373
دریافت بابت وثیقه	0.569373
مذاکره نموده	0.569373
مذاکره نموده صورت	0.569373
معرفی جهت اطلاعات	0.569373
منطقه ادراه	0.569373
منطقه ادراه نظارت	0.569373
وثیقه کارمزد	0.569373
وثیقه کارمزد معرفی	0.569373
کارمزد معرفی	0.569373
کارمزد معرفی جهت	0.569373
وضعیت مشکوک	0.569336
وضعیت مشکوک الوصول	0.569336
ارزی ریالی معاون	0.569333
ریالی معاون	0.569333
شعب ارزی ریالی	0.569333
مبلغ اطلاعات اشتباه	0.569292
ثبتی دولتی فعال	0.569254
دولتی فعال	0.569254
ذینفع فعلی دریافت	0.569254
فعلی دریافت	0.569254
طریق پردازش تنظیم	0.569252
پولگذاری	0.569236
آفیس بررسی صورت	0.569188
استعلام کدپستی	0.569183
قرارداد صورت رفع	0.569173
تسهیلات نمایش طریق	0.569161
بدهی مشتری تاریخ	0.569159
تاریخ نشان	0.569159
تاریخ نشان خیر	0.569159
تسهیلات متمرکز بدهی	0.569159
متمرکز بدهی مشتری	0.569159
مشتری تاریخ نشان	0.569159
نشان خیر	0.569159
شناسه صیاد نگارش	0.569126
صیاد نگارش	0.569126
صیاد نگارش نسخه	0.569126
ملی انتقال گیرنده	0.569121
کد ملی انتقال	0.569121
اطلاعات شماره قراراد	0.569087
شماره قراراد	0.569087
قراراد	0.569087
سازمانی فعلی شعبه	0.569085
فعلی شعبه مذکور	0.569085
لیست پایش	0.569044
لیست پایش متهم	0.569044
مشتری لیست پایش	0.569044
پایش متهم	0.569044
پایش متهم جعل	0.569044
back sql	0.569017
back sql call	0.569017
call back sql	0.569017
sql call	0.569017
انتقال حساب کارکنان	0.569016
مجاز صدور	0.569009
کارت صدور اولیه	0.569007
انتقالی کاربر طریق	0.568946
فیلد سررسید	0.568934
دهید مجددا	0.568907
بررسی خطا	0.568881
استعلام تامین	0.568859
جهت استعلام تامین	0.568859
سقف جهت	0.568842
انتقال اطلاعات خطای	0.568831
صفحه خالی	0.568826
وضعیت طریق اقدام	0.568822
ریالی حقیقی	0.568817
خودپرداز صورت	0.568786
بایستی پردازش	0.568773
اعتباری سامانه سپرده	0.568758
مشتری پیشنهادی	0.568752
مرحله دریافت بررسی	0.568751
بازپرداخت بدهی سپرده	0.568734
بدهی سپرده	0.568734
منطبق	0.568730
بانکی روز	0.568715
بانکی روز سررسید	0.568715
برداشت وجه اعتبار	0.568715
داخلی بانکی روز	0.568715
روز سررسید پرداخت	0.568715
وصول اقساط مبلغی	0.568711
جهت مشتری خارجی	0.568678
وجه مبلغ	0.568661
قرارداد میسر	0.568660
رفع مسدودی کاربر	0.568659
مسدودی کاربر	0.568659
تاریخ سیتواسیون اشتباه	0.568638
خطای تاریخ سیتواسیون	0.568638
سیتواسیون اشتباه	0.568638
سیتواسیون اشتباه دریافت	0.568638
برگشتی تاریخ	0.568620
تسویه اقدام	0.568605
ارزی انتخاب	0.568581
ارزی انتخاب تیک	0.568581
انتخاب تیک مانده	0.568581
تیک مانده	0.568581
تیک مانده کاربران	0.568581
شعبه ارزی انتخاب	0.568581
خودپرداز کسر	0.568557
مانده خودپرداز کسر	0.568557
درخواست دهنده بررسی	0.568544
حواله شاپرک	0.568544
صیاد ثبت تایید	0.568494
افتتاح انواع حساب	0.568455
سامانه سیاح تایید	0.568442
سیاح تایید	0.568442
افتتاح خطای	0.568420
حروف دریافت	0.568374
عدد حروف	0.568374
عدد حروف دریافت	0.568374
توسط مرجع	0.568374
حساب پیامک	0.568371
اسنادی داخلی جهت	0.568359
داخلی جهت	0.568359
ذینفع واحد جهت	0.568278
واگذاری صیادی	0.568249
ایجاد پردازش دریافت	0.568234
واحد اعتبارات	0.568211
device is	0.568179
پوز شعب طریق	0.568162
کاربر سامانه بک	0.568148
بازرسی نظارت	0.568134
مجدد قرارداد	0.568083
سامانه CLV	0.568050
خطای مقدار درصد	0.568021
مقدار درصد	0.568021
مقدار درصد اصل	0.568021
بازپرداختی پرداخت	0.568008
مبلغ بازپرداختی پرداخت	0.568008
تایید درخواست دریافت	0.567997
تراکنشهای کارت	0.567963
قرارداد قرارداد تسویه	0.567943
خطای نامشخص خطای	0.567919
نامشخص خطای	0.567919
نامشخص خطای شماره	0.567919
شخص محجور برداشت	0.567917
محجور برداشت	0.567917
محجور برداشت وجه	0.567917
ایمیل پردازش	0.567865
شایان ملت کاربر	0.567844
افتتاح حساب طرح	0.567786
منوی مشتریان	0.567720
اموال خطای	0.567717
اموال خطای شماره	0.567717
انتخاب کلید ایجاد	0.567714
بارگذاری اسناد لاک	0.567701
صورتی سقف	0.567677
سامانه فرانام طریق	0.567672
فرانام طریق	0.567672
الکترونیک مشتریان شماره	0.567643
سند پردازش ثبت	0.567623
شعب ضمائم	0.567606
صورتی وضعیت سرفصل	0.567596
چک برگشتی کاربر	0.567520
مشتری پارامترهای	0.567494
پشتیبانی اعلام گردیده	0.567481
کارت مشتریان خارجی	0.567396
قبلا ثبت	0.567362
اشاره	0.567335
کفایت مبلغ	0.567240
کفایت مبلغ چک	0.567240
اقدام سامانه مراجع	0.567231
دریافت شناسه ملی	0.567178
بورس کالا طریق	0.567158
کالا طریق	0.567158
درخواست واریز موجود	0.567155
واریز موجود	0.567155
روزانه شعبه	0.567151
عملکرد روزانه شعبه	0.567151
سپرده اشتباه	0.567145
اقدام تمدید درخواست	0.567129
طریق سامانه ازدواج	0.567129
مرکزی اقدام تمدید	0.567129
اسناد تصویر اسناد	0.567068
هدیه کارت دریافت	0.567057
seem	0.566998
حساب مبالغ	0.566992
مشتریان حقوقی حقیقی	0.566991
بدهکاران موقت گزارش	0.566990
تسویه حساب مشتری	0.566990
قانونی قرارداد مشاهده	0.566990
مشاهده پردازش برداشت	0.566990
موقت گزارش	0.566990
موقت گزارش دستور	0.566990
اشتباه دریافت مطابق	0.566978
نقدی لاک	0.566943
گزینه نقدی لاک	0.566943
صورت دسترسی	0.566851
متصل صورت بررسی	0.566830
صورتیکه صاحب	0.566829
عملکرد اسناد وضعیت	0.566811
سند اقدام	0.566718
گزینه شرف	0.566712
گزینه شرف تاسیس	0.566712
واگذاری چکاوک محیط	0.566666
جهت مشتریان حقیقی	0.566649
شماره قلم	0.566619
مشتری پایان دریافت	0.566595
شاخص اطلاعات	0.566581
سپرده نقدی سیستم	0.566565
نقدی سیستم	0.566565
اقدام ذکر کلمه	0.566556
حروف لاتین همراه	0.566556
ذکر کلمه	0.566556
ذکر کلمه عبور	0.566556
عبور کاراکتر	0.566556
عبور کاراکتر متشکل	0.566556
لاتین همراه	0.566556
لاتین همراه اعداد	0.566556
متشکل حروف لاتین	0.566556
همراه اعداد	0.566556
کاراکتر متشکل	0.566556
کاراکتر متشکل حروف	0.566556
کلمه عبور کاراکتر	0.566556
احوال فیلد	0.566515
ثبت احوال فیلد	0.566515
فرمت شماره قرارداد	0.566499
بررسی صورتی کلید	0.566485
ضمانتنامه جهت تنظیم	0.566460
مشتری حقوقی شرف	0.566443
وضعیت تسویه نشده	0.566443
اسناد رسمی	0.566419
خطای کاربری	0.566405
اصلی سامانه بایگانی	0.566404
تاریخ درج ریز	0.566394
تاریخ مزبور	0.566394
تاریخ مزبور صورت	0.566394
درج ریز	0.566394
درج ریز واریز	0.566394
ریز واریز تاریخ	0.566394
صرفا تاریخ درج	0.566394
صورت متوالی ولیکن	0.566394
صورتی ورودی	0.566394
صورتی ورودی گزارش	0.566394
متوالی ولیکن	0.566394
متوالی ولیکن مجزا	0.566394
مزبور صورت	0.566394
مزبور صورت متوالی	0.566394
واریز تاریخ مزبور	0.566394
ورودی گزارش صرفا	0.566394
ولیکن مجزا	0.566394
ولیکن مجزا نمایش	0.566394
گزارش صرفا تاریخ	0.566394
مبلغی شرح بازپرداخت	0.566375
نمود دریافت	0.566362
x شعبه	0.566339
فیلد قرارداد	0.566332
فیلد قرارداد لاک	0.566332
بانکی صدور	0.566303
چک بانکی صدور	0.566303
پردازش بروزرسانی مانده	0.566297
درحال بررسی	0.566295
خریدار شماره	0.566245
سامیار	0.566241
ابزار پرداخت حساب	0.566223
اختصاص ابزار	0.566223
اختصاص ابزار پرداخت	0.566223
اطلاعیه اختصاص ابزار	0.566223
بخشنامه بانک	0.566223
بخشنامه بانک مرکزی	0.566223
بصورت صدور	0.566223
بصورت صدور ملت	0.566223
تخصیص خدمات مذکور	0.566223
توجه بخشنامه	0.566223
توجه بخشنامه بانک	0.566223
حساب اشخاص بالاتر	0.566223
خدمات مذکور صورت	0.566223
سال صرفا بصورت	0.566223
صرفا بصورت	0.566223
صرفا بصورت صدور	0.566223
مجاز تخصیص خدمات	0.566223
مشتری تاریخ تولد	0.566223
پرداخت حساب اشخاص	0.566223
کارت مجاز تخصیص	0.566223
ریز قرارداد	0.566190
سوخت طریق	0.566179
کارت سوخت طریق	0.566179
اشتباه چاپ جهت	0.566131
گزارش صدور لغو	0.566105
سازمانی رئیس	0.566042
مربوطه وضعیت	0.565945
تخصیص خدمت	0.565942
شماره مشتری صحیح	0.565881
خزانه گزارش ورود	0.565866
شرح کارت	0.565866
شرح کارت کارت	0.565866
وضعیت قرارداد قرارداد	0.565832
چک روزهای	0.565824
بررسی مجموع	0.565756
وضعیت چک کدملی	0.565748
بابت پیغام	0.565727
دریافت قبلی	0.565695
فایل بازیابی	0.565694
پیگیری رفع	0.565689
پیگیری رفع مشکل	0.565689
وکالتی حساب	0.565688
اقدام سیستم	0.565688
خطای وثیقه پوشش	0.565619
مانده افتتاح	0.565611
مانده افتتاح حساب	0.565611
فرم مذکور	0.565602
مجموع تسهیلات	0.565592
نماینده اقدام صورت	0.565589
رهگیری نمایش جهت	0.565525
سند اسناد	0.565493
خطای مالکیت انفرادی	0.565474
مالکیت انفرادی خطای	0.565474
پیشنهاد تیک پیشنهاد	0.565463
خطای اسناد رسیده	0.565457
بلند افتتاح	0.565445
اینترنتی بازپرداخت	0.565440
تقسیط اطلاعات اشتباه	0.565417
اشتباه طریق پردازش	0.565395
عقد قرارداد	0.565354
شارژهای خودپرداز پیغام	0.565326
کسر مانده	0.565307
صدور تاریخ	0.565307
اعتباری مشتری طریق	0.565247
ضامن ذینفع فیلد	0.565245
گزارش واگذاری بررسی	0.565207
نام شعب نمایش	0.565202
سیستم مبلغ	0.565168
پذیرش اسناد	0.565143
برگشت پیغام	0.565138
برگشت پیغام خطای	0.565138
تکلیف حواله	0.565132
انقضای تبصره	0.565028
تاریخ انقضای تبصره	0.565028
سمات قرارداد بررسی	0.564944
سپام ضمانتنامه پیغام	0.564920
واگذار گردیده	0.564896
عامل پردازش	0.564880
عامل پردازش گزارش	0.564880
دسترسی حساب	0.564868
سنجش صورت	0.564809
پردازش ذکر	0.564808
ارجاع دریافت	0.564799
شماره مبلغ بازپرداخت	0.564783
خطای زمان مجاز	0.564775
زمان مجاز خرید	0.564775
ثبت پردازش گزارش	0.564734
ضمانتنامه چیست	0.564728
برگشتی ساتنا	0.564713
رفع انسداد حسابهای	0.564683
شماره پیغام	0.564663
شماره پیغام خطای	0.564663
مطابق مستندات	0.564644
جهت برداشت کارمزد	0.564642
همسر	0.564621
سررسید مانده	0.564601
ابطال وضعیت	0.564599
اطلاعیه مورخ	0.564566
صورتی اسناد	0.564565
خدمات مشتریان تمدید	0.564521
مشتریان تمدید	0.564521
کارمزد سیستم	0.564477
مبلغ حواله مبلغ	0.564459
سوالات مشکلات	0.564445
سوالات مشکلات سامانه	0.564445
فرمت کد	0.564443
صورتیکه ملت	0.564427
صورتیکه ملت کارت	0.564427
الکترونیک پردازش گزارش	0.564409
دریافت اخذ گزارش	0.564396
شماره مبلغ بیمه	0.564390
وثایق اطلاعات	0.564376
درخواست بانک کارگزار	0.564375
تاریخ روز تاریخ	0.564325
eers	0.564315
eers ir	0.564315
قرارداد تاریخ ارسال	0.564313
خطای کارت خام	0.564297
خدمات بانکداری تجاری	0.564294
بلامانع مطابق	0.564291
بلامانع مطابق اطلاعیه	0.564291
مدارک بلامانع مطابق	0.564291
حقیقی وابسته	0.564258
بایستی مقدار	0.564240
صادره شعب طریق	0.564227
مشتریان مشتری مشاهده	0.564183
سقف دریافت دریافت	0.564178
روز روزهای	0.564144
صحیح اخذ خطای	0.564118
کارشناسی صحیح	0.564118
کارشناسی صحیح اخذ	0.564118
کارمزد کارشناسی صحیح	0.564118
رایگان	0.564062
مرکز افتتاح	0.564058
مرکز افتتاح حساب	0.564058
پردازش مرکز افتتاح	0.564058
خطا پاسخ سامانه	0.564040
پاسخ سامانه ایمن	0.564040
پیغام خطا پاسخ	0.564040
کلیه شماره	0.563944
fnrcomopr	0.563913
صدور تحویل	0.563883
استعلامات تسهیلات اطلاعات	0.563847
سنجش متمرکز	0.563829
ذکر صورت لاک	0.563780
شماره پرسنلی ذکر	0.563780
مذکور حوزه	0.563780
مذکور حوزه مدیریت	0.563780
پردازش مذکور حوزه	0.563780
پرسنلی ذکر	0.563780
پرسنلی ذکر صورت	0.563780
وضعیت خطادار	0.563757
اشتراکی چک	0.563739
صدور ضمانتنامه اطلاعات	0.563664
دولت جهت	0.563663
الکترونیک دریافت جهت	0.563599
افتتاح حساب مجوز	0.563580
اطلاعات قرارداد مبلغ	0.563457
بانک مرکزی مجدد	0.563446
مرکزی مجدد	0.563446
شماره مبلغ مانده	0.563426
ارسال اطلاعات سریال	0.563415
اطلاعات سریال چک	0.563415
تحویل چک ارسال	0.563415
چک ارسال اطلاعات	0.563415
مشکل شماره	0.563378
تایید اسناد اسناد	0.563369
خودپرداز فیلد شماره	0.563322
فزونی خودپرداز فیلد	0.563322
رمز عبور نمایید	0.563300
handle is in	0.563268
in the wrong	0.563268
is in	0.563268
is in the	0.563268
سامانه تسهیلات طریق	0.563259
خطای فعالسازی	0.563233
پیغام خطای فعالسازی	0.563233
درخواست شناسه صیاد	0.563220
پیغام مشتری	0.563212
ثبت سند خطای	0.563188
فاقد تاییدیه	0.563177
جهت پیگیری مذکور	0.563175
پیگیری مذکور	0.563175
کارگزار اقدام	0.563163
موفقیت ثبت گردیده	0.563159
سند سامانه	0.563128
سقف انتخاب	0.563100
فرابانک پردازش	0.563098
مشتریان فوتی دریافت	0.563046
دریافت ریز عملکرد	0.563039
مجوز کد رهگیری	0.563023
تعدد چک پیغام	0.563014
استعلام سیاح پیغام	0.563012
سیاح پیغام	0.563012
سیاح پیغام خطای	0.563012
خام اطلاعات صورت	0.562965
پردازش ضمیمه	0.562951
پردازش ضمیمه واحد	0.562951
رفع مغایرت تراکنشهای	0.562937
مغایرت تراکنشهای	0.562937
کوتاه ثبت	0.562920
اقدام گزارشی سامانه	0.562908
شماره شماره بن	0.562893
برگشت عملیات برگشت	0.562881
مرکز بررسی چنانچه	0.562810
شناسایی تاریخ	0.562791
مدرک شناسایی تاریخ	0.562791
شماه	0.562788
اعتبار لاک	0.562755
اعتبار لاک جهت	0.562755
پردازش پرداخت طریق	0.562754
محل اعزام	0.562736
ارسال گردید	0.562735
گردید مشتری	0.562702
ارزیابی اموال	0.562688
حساب عنوان حساب	0.562681
صورتی درخواست آنی	0.562662
احیای سپرده	0.562662
پردازش ثبت تبادل	0.562641
مبلغ گواهی	0.562612
دریافت بررسی ورود	0.562592
حواله ساتنا تایید	0.562592
ساتنا تایید	0.562592
اعتبار حساب برگشت	0.562583
مالی سند	0.562573
رهگیری تاریخ ردیف	0.562567
پایان وقت	0.562557
افتتاح حساب شناسه	0.562518
پردازش کلید رد	0.562503
مطالبات تقسیط	0.562423
چکهای بانکی صادره	0.562419
انتخاب خدمت	0.562415
رایتل	0.562363
پرداخت شعبه	0.562342
ERROR	0.562320
صورتی بازه	0.562312
ناحیه	0.562305
خطای دفعات برداشت	0.562240
شماره مشارکت شماره	0.562229
بررسی چنانچه مشتری	0.562198
